Date,Time,Store,Category,Price,Payment
2017-08-18,20:57,Garland,Men's Clothing,440.77,Cash
2019-03-03,21:43,Richmond,Pet Supplies,80.5,Amex
2020-09-23,11:44,Spokane,Crafts,118.27,Discover
2003-06-22,22:37,Sacramento,Pet Supplies,408.1,Visa
2003-06-17,03:14,El Paso,Computers,421.82,Amex
2016-01-26,09:45,Oakland,Garden,190.93,Visa
2007-04-08,16:56,Atlanta,CDs,185.23,MasterCard
2011-04-12,00:06,Cincinnati,Books,253.06,Discover
2011-08-08,12:02,Dallas,CDs,227.38,Visa
2006-04-09,00:18,Colorado Springs,Sporting Goods,381.98,Visa
2015-08-01,04:23,Nashville,Garden,406.27,Cash
2016-02-23,12:14,Fort Wayne,Children's Clothing,382.83,Visa
2006-02-07,13:33,New York,DVDs,8.84,Amex
2013-12-24,18:23,Riverside,Women's Clothing,222.1,Amex
2018-09-12,07:49,Philadelphia,Children's Clothing,358.94,Visa
2019-10-23,08:40,Indianapolis,Children's Clothing,61.54,Visa
2014-01-01,01:39,Richmond,Consumer Electronics,376.82,Cash
2003-04-19,21:57,Oakland,Health and Beauty,31.8,Visa
2019-12-05,19:59,Phoenix,Crafts,134.94,Amex
2010-02-20,20:18,Toledo,Crafts,164.53,Amex
2008-02-03,03:08,Scottsdale,Children's Clothing,454.79,Discover
2005-03-19,05:38,Irvine,Health and Beauty,67.38,MasterCard
2015-09-25,21:13,Columbus,CDs,147.05,Amex
2020-10-07,15:53,Milwaukee,Computers,188.83,Amex
2020-10-26,04:30,Lincoln,Pet Supplies,433.79,Visa
2001-01-11,03:43,Philadelphia,Men's Clothing,424.61,Cash
2019-08-04,22:58,Louisville,CDs,93.22,Visa
2015-06-04,01:01,Orlando,Consumer Electronics,373.77,Cash
2006-08-07,04:28,Oklahoma City,Women's Clothing,474.29,MasterCard
2011-07-09,23:51,Sacramento,Sporting Goods,58.36,Amex
2009-05-17,17:05,Anaheim,Books,347.6,MasterCard
2002-01-09,12:48,St. Louis,Computers,339.37,Visa
2011-10-26,23:06,Virginia Beach,Consumer Electronics,98.55,Amex
2011-09-12,15:38,Nashville,CDs,21.97,Amex
2018-02-02,09:01,St. Petersburg,Health and Beauty,454.77,Discover
2019-12-01,20:45,Chula Vista,Children's Clothing,439.14,Discover
2018-02-05,07:10,Birmingham,Health and Beauty,32.15,Cash
2007-01-17,01:08,Buffalo,Consumer Electronics,263.18,Visa
2017-05-12,03:53,Portland,Pet Supplies,304.6,Discover
2011-06-06,07:21,Bakersfield,DVDs,273.03,Visa
2008-08-25,22:38,Plano,Video Games,478.98,Cash
2010-11-11,20:56,Aurora,Consumer Electronics,96.69,Discover
2011-03-01,13:53,Honolulu,Computers,407.51,MasterCard
2013-08-20,06:33,Reno,Crafts,278.26,Cash
2005-07-10,08:04,Madison,CDs,302.82,MasterCard
2008-03-14,19:25,Wichita,Garden,263.77,Discover
2005-07-28,08:10,Scottsdale,Video Games,272.8,Amex
2010-05-19,04:28,Sacramento,Music,192.9,Discover
2011-02-13,04:04,Irvine,Crafts,255.94,Visa
2008-02-18,09:33,Kansas City,Cameras,463.71,Amex
2003-12-27,20:43,San Antonio,Children's Clothing,207.31,Discover
2003-05-23,07:29,Atlanta,Crafts,464.47,Discover
2008-09-19,08:14,Cleveland,Baby,438.33,Visa
2001-03-16,03:21,Scottsdale,Baby,218.54,Discover
2005-05-27,03:40,Lexington,Consumer Electronics,383.87,Amex
2018-05-23,09:58,Fort Worth,Books,444.33,Discover
2003-07-23,17:09,Honolulu,DVDs,255.11,Discover
2013-06-27,23:49,Houston,Toys,291.42,MasterCard
2008-12-02,15:13,Denver,DVDs,252.52,Visa
2016-11-26,17:00,Tucson,Garden,373.31,Amex
2009-07-23,05:42,New York,Sporting Goods,81.4,MasterCard
2019-09-10,12:35,Arlington,Men's Clothing,44.39,MasterCard
2003-09-08,00:51,Virginia Beach,Garden,313.14,Cash
2007-08-08,09:30,Madison,CDs,459.03,Visa
2007-12-21,22:13,Denver,Toys,263.96,Visa
2020-11-03,06:40,Boise,CDs,147.33,Discover
2018-10-01,02:01,New York,Crafts,338.06,Cash
2004-06-16,01:30,Dallas,Video Games,185.68,Discover
2016-06-24,22:24,Oakland,Video Games,286.45,MasterCard
2006-08-02,21:05,Oakland,Pet Supplies,148.57,Cash
2001-12-13,21:26,Cleveland,DVDs,15.67,Visa
2007-11-04,12:21,Tampa,Pet Supplies,60.5,Visa
2018-02-04,06:27,Richmond,Health and Beauty,76.86,Discover
2016-06-08,04:16,North Las Vegas,Sporting Goods,85.11,Cash
2018-04-26,20:12,Chandler,Children's Clothing,205.56,Visa
2008-08-20,17:24,Miami,Cameras,459.35,Discover
2012-07-27,11:38,Mesa,CDs,285.57,MasterCard
2016-12-09,17:45,Scottsdale,Crafts,26.53,Visa
2005-08-27,18:07,Atlanta,Music,51.54,MasterCard
2016-06-11,19:45,Reno,Men's Clothing,20.92,Amex
2002-10-16,02:29,Fort Wayne,CDs,181.23,Amex
2014-01-27,12:55,Aurora,Children's Clothing,108.17,Visa
2004-01-23,20:15,Memphis,Toys,103.85,Cash
2015-09-28,02:41,Omaha,Pet Supplies,46.82,Discover
2011-10-03,15:40,Detroit,Men's Clothing,230.09,Discover
2017-08-01,22:50,Fremont,CDs,100.51,Cash
2017-12-22,17:59,Austin,Consumer Electronics,120.23,MasterCard
2010-09-06,12:00,Tucson,Toys,372.36,Discover
2017-02-10,09:37,Tampa,Garden,34.58,Visa
2004-05-06,09:02,Fresno,Cameras,13.59,Amex
2017-08-18,14:48,Anchorage,Health and Beauty,104.4,Cash
2017-09-12,21:55,Bakersfield,CDs,50.61,MasterCard
2016-05-18,19:43,El Paso,Women's Clothing,216.3,Visa
2015-12-14,13:43,Irvine,Music,162.77,MasterCard
2019-03-01,01:02,New York,Books,210.42,Discover
2003-01-27,10:04,Washington,Garden,113.96,Amex
